gid,phasedesig,servicetyp,subtype,geometry
198,1,UG,Primary,"LINESTRING (592602.3440907031 2929188.143706114, 592602.2088534107 2929188.4361826587, 592602.0636633039 2929188.723848241, 592601.9086912631 2929189.006364295, 592601.7441196813 2929189.283398316, 592601.5701422499 2929189.5546242506, 592601.3869637304 2929189.819722882, 592601.1947997132 2929190.078382204, 592600.9938763643 2929190.3302977895, 592600.784430159 2929190.5751731484, 592600.5667076033 2929190.812720076, 592600.3409649441 2929191.042658995, 592600.1074678676 2929191.2647192786, 592599.8664911862 2929191.478639575, 592599.6183185158 2929191.6841681134, 592599.3632419413 2929191.8810629975, 592599.101561673 2929192.069092494, 592598.8335856935 2929192.2480353024, 592598.5596293953 2929192.417680818, 592598.2800152089 2929192.5778293773, 592597.9950722242 2929192.728292495, 592597.7051358026 2929192.8688930846, 592597.4105471827 2929192.999465667, 592597.1116530782 2929193.1198565667, 592596.8088052704 2929193.2299240893, 592596.5023601934 2929193.3295386927, 592596.1926785157 2929193.4185831356, 592595.8801247147 2929193.496952618, 592595.5650666482 2929193.5645549037, 592595.2478751213 2929193.6213104287, 592594.9289234503 2929193.6671523945, 592594.6085870228 2929193.7020268487, 592594.2872428563 2929193.7258927454, 592593.9652691545 2929193.7387219956, 592593.6430448618 2929193.7404995007, 592593.3209492177 2929193.7312231683, 592592.99936131 2929193.7109039165, 592592.6786596294 2929193.6795656593, 592592.3592216232 2929193.6372452797, 592592.0414232515 2929193.5839925874, 592591.7256385445 2929193.5198702575, 592591.412239163 2929193.444953758, 592591.1015939596 2929193.359331261, 592590.794068546 2929193.2631035396, 592590.490024862 2929193.1563838487, 592590.1898207492 2929193.0392977907, 592589.8938095308 2929192.911983169, 592589.6023395947 2929192.774589826, 592589.3157539845 2929192.6272794656, 592589.0343899947 2929192.470225463, 592588.7585787746 2929192.303612663, 592588.4886449385 2929192.1276371586, 592510.7145254589 2929139.5022104545, 592476.6188813036 2929122.2848126525, 592437.5726628131 2929116.844055421, 592329.1588597168 2929122.8143647276)"
215,1,OH,Primary,"LINESTRING (592189.1 2928463.08, 592184.571264438 2928464.590481112)"
216,1,OH,Primary,"LINESTRING (592055.13 2928273.2799999993, 592050.6129261958 2928274.825005898)"
189,1,OH,Primary,"LINESTRING (589641.3881800491 2927548.7156493324, 589643.7499999985 2927550.589999996)"
218,1,UG,Primary,"LINESTRING (591447.94 2927036, 591453.8594826956 2927045.9927065233, 591461.5095765621 2927051.730276923, 591468.0121563487 2927054.0253050835, 591627.0066072086 2927098.483165358, 591651.8694122749 2927104.4081205428, 591660.6670202215 2927104.7709277314, 591670.9946469413 2927098.2683479446, 591674.0546844879 2927091.3832634646, 591679.4097501945 2927081.8206461314, 591689.7041 2927072.3465, 591703.8749698059 2927065.499957176, 591729.1673689171 2927061.4779078, 591731.497565531 2927063.6381772417)"
220,1,OH,Primary,"LINESTRING (591420.35 2927179.9499999993, 591310.21 2927137.5, 591200.1399999998 2927099.24, 591202.7124943915 2927095.2183993757)"
221,1,OH,Primary,"LINESTRING (591149.0099999999 2927786.5399999996, 591147.9561905542 2927791.1962307324)"
222,3,OH,Primary,"LINESTRING (591231.2799999999 2927771.8499999996, 591149.0099999999 2927786.5399999996)"
223,3,OH,Primary,"LINESTRING (590637.7399999995 2927874.8599999994, 590585.05 2927968.64)"
225,1,OH,Primary,"LINESTRING (590655.3988458767 2927583.4571615783, 590650.6270714351 2927583.602652667)"
226,1,UG,Primary,"LINESTRING (590343.0524269878 2927413.120692423, 590224.9472405913 2927454.430712486, 590222.2664882597 2927457.11328222)"
227,1,UG,Primary,"LINESTRING (590343.0524269878 2927413.120692423, 590341.0058288916 2927410.84928759)"
228,1,OH,Primary,"LINESTRING (590095.6878623787 2927057.4172570454, 590091.9384236304 2927054.462141472)"
229,1,OH,Primary,"LINESTRING (590174.35 2926724.45, 590171.8606468324 2926722.3765572966)"
230,1,OH,Primary,"LINESTRING (589905.0444943482 2926908.15, 589900.9259954352 2926905.6943685934)"
231,1,OH,Primary,"LINESTRING (589554.03 2927461.7700000005, 589643.75 2927550.59, 589709.41 2927617.7299999995, 589815.0322471479 2927728.197475667, 589818.1606149347 2927727.3552412414)"
232,1,OH,Primary,"LINESTRING (589776.1966681023 2926979.7235495183, 589778.6192851749 2926975.609922712)"
237,1,OH,Primary,"LINESTRING (587647.13 2925981.119999999, 587615.62 2926081.83)"
238,1,OH,Primary,"LINESTRING (588745.22 2926344.9799999995, 588747.6426170726 2926340.8663731935)"
240,3,OH,Primary,"LINESTRING (589110.6 2926398.22, 588985.4799999999 2926380.76)"
241,1,OH,Primary,"LINESTRING (588934.8774216165 2926640.235523455, 588932.1301977811 2926638.5183149534)"
242,1,OH,Primary,"LINESTRING (589110.6 2926398.22, 589112.2917034543 2926393.7557936427)"
243,3,OH,Primary,"LINESTRING (588745.22 2926344.9799999995, 588670.54 2926333.21, 588587.7099999998 2926320.63, 588393.0902443221 2926292.677040011)"
244,1,OH,Primary,"LINESTRING (588393.0902443221 2926292.677040011, 588395.2703336974 2926288.4298987025)"
245,3,OH,Primary,"LINESTRING (588230.8499999999 2926268.87, 588080.5899999999 2926246.66)"
246,3,OH,Primary,"LINESTRING (588393.0902443221 2926292.677040011, 588230.8499999999 2926268.87)"
247,1,OH,Primary,"LINESTRING (588080.5899999999 2926246.66, 588068.05 2926322.29, 588039.47 2926483.8, 588036.8533349172 2926481.8897362268)"
249,3,OH,Primary,"LINESTRING (587534.5358104546 2928308.3734219265, 587537.935226483 2928310.1657020915)"
250,1,OH,Primary,"LINESTRING (587639.6699999999 2927237.939999999, 587642.5338562503 2927239.4547181954)"
251,1,OH,Primary,"LINESTRING (587475.66 2927200.5299999993, 587501.9183022408 2927311.8199999994, 587507.9034233871 2927412.6225801753, 587504.9744817942 2927411.2378979074)"
252,1,OH,Primary,"LINESTRING (587335.48 2927202.99, 587244.24 2927164.2299999995, 587161.61 2927084.1899999995, 587166.3471342763 2927083.597920759)"
253,1,OH,Primary,"LINESTRING (587475.66 2927200.5299999993, 587335.48 2927202.99)"
254,1,OH,Primary,"LINESTRING (587630.64 2927003.97, 587633.6524218925 2927005.1622072724)"
255,1,OH,Primary,"LINESTRING (587937.56 2926952.99, 587933.1092929365 2926954.716906371)"
256,1,OH,Primary,"LINESTRING (587471.54 2926491.9399999995, 587469.7216843428 2926487.5258492148)"
257,1,OH,Primary,"LINESTRING (587632.26 2926451.8500000006, 587551.14 2926414.25, 587471.54 2926491.9399999995)"
258,1,OH,Primary,"LINESTRING (587715.0549896358 2926491.7259703986, 587634.6712992257 2926453.0113371415)"
260,3,OH,Primary,"LINESTRING (587727.2699999999 2926193.5200000005, 587723.7899999999 2926310.9899999993)"
261,1,OH,Primary,"LINESTRING (587723.7899999999 2926310.9899999993, 587728.29674372 2926312.56488413)"
262,1,OH,Primary,"LINESTRING (587615.62 2926081.83, 587584.1012662674 2926207.043341121, 587586.7741366317 2926208.874135444)"
263,1,OH,Primary,"LINESTRING (587615.62 2926081.83, 587617.9836370224 2926084.045685868)"
278,1,UG,Primary,"LINESTRING (591373.3513543573 2927339.9669749388, 591504.2047515551 2927389.913036289, 591619.057922334 2927361.181710291, 591623.1546141631 2927365.275626671)"
284,1,OH,Primary,"LINESTRING (592189.1 2928463.08, 592237.27 2928523.68, 592294.53 2928586.1899999995, 592391.94 2928664.87, 592489.21 2928720.2799999993, 592489.21 2928720.2799999993)"
285,1,OH,Primary,"LINESTRING (592055.13 2928273.2799999993, 592124.65 2928370.6499999994, 592189.1 2928463.08)"
286,1,OH,Primary,"LINESTRING (591698.19 2927865.13, 591800.8 2927921.8599999994, 591884.64 2928017.8100000005, 591968.31 2928143.3500000006, 592055.13 2928273.2799999993)"
287,1,OH,Primary,"LINESTRING (591580.27 2927841.58, 591698.19 2927865.13)"
288,1,OH,Primary,"LINESTRING (591231.2799999999 2927771.8499999996, 591266.6523995781 2927774.046419969, 591351.0900000001 2927795.6899999995, 591409.03 2927807.235, 591466.97 2927818.7799999993, 591580.27 2927841.58)"
289,1,OH,Primary,"LINESTRING (590634.5 2927499.93, 590604.82 2927387.08)"
290,1,UG,Primary,"LINESTRING (592760.3983822779 2929307.950444611, 592748.0118622974 2929312.366347156, 592692.3308569057 2929271.881530132, 592600.7403668227 2929201.0353951193, 592602.3440907031 2929188.143706114)"
291,1,UG,Primary,"LINESTRING (592928.7394454995 2929543.9479165357, 592927.3607005596 2929543.1199694816, 592926.0093588358 2929542.248012213, 592924.6868246491 2929541.3329508714, 592923.394472384 2929540.375736394, 592922.1336450593 2929539.3773635225, 592920.9056529334 2929538.338869771, 592919.7117721417 2929537.2613343475, 592918.5532433714 2929536.1458770325, 592917.4312705713 2929534.993657015, 592916.3470197014 2929533.8058716874, 592898.5603020288 2929456.847838967, 592876.1784836578 2929420.5029655173, 592848.3983606482 2929390.5727395928, 592761.1490945863 2929319.7346363063, 592760.3983822779 2929307.950444611)"
293,1,UG,Primary,"LINESTRING (592745.6754102868 2929659.2080591274, 592747.1188167146 2929667.141040764, 592749.9110783368 2929674.7047219113, 592885.8762084018 2929727.0623381985)"
295,1,UG,Primary,"LINESTRING (591940.8861388938 2929231.0714135007, 591941.7308466674 2929231.779319216, 591942.5509369859 2929232.5156028536, 591943.3454569794 2929233.279408918, 591944.1134834884 2929234.0698499386, 591944.8541241367 2929234.886007494, 591945.5665183679 2929235.7269332837, 591946.2498384449 2929236.59165023, 591946.9032904126 2929237.4791536108, 591947.5261150197 2929238.3884122283, 591948.1175886012 2929239.3183696074, 591948.677023919 2929240.267945223, 591949.2037709604 2929241.236035756, 591949.6972176939 2929242.2215163726, 591950.1567907794 2929243.2232420356, 591950.5819562352 2929244.2400488313, 591950.9722200582 2929245.2707553236, 591951.3271287973 2929246.314163926, 591951.6462700814 2929247.369062294, 591951.9292730974 2929248.434224731, 591952.1758090218 2929249.508413617, 591952.3855914024 2929250.590380843, 591952.5583764914 2929251.6788692614, 591952.6939635283 2929252.77261415, 591952.7921949734 2929253.8703446756, 591952.852956691 2929254.9707853775, 591952.8761780811 2929256.0726576443, 591952.861832163 2929257.174681201, 591952.809935605 2929258.2755755973, 591952.7205487065 2929259.3740616953, 591952.5937753266 2929260.4688631543, 591952.4297627644 2929261.558707916, 591952.2287015875 2929262.6423296803, 591951.9908254106 2929263.718469378, 591951.716410624 2929264.785876634, 591951.4057760725 2929265.8433112185, 591916.3604976654 2929433.4259323454, 591915.4967192217 2929434.0217312374, 591914.6131190729 2929434.5877173645, 591913.710725756 2929435.1232319027, 591912.7905896835 2929435.6276514973, 591911.8537819211 2929436.1003889884, 591910.9013929409 2929436.540894096, 591909.934531352 2929436.9486540584, 591908.9543226099 2929437.323194232, 591907.9619077069 2929437.6640786394, 591906.9584418433 2929437.970910482, 591905.9450930832 2929438.243332599, 591904.9230409946 2929438.4810278816, 591903.8934752765 2929438.683719646, 591902.8575943741 2929438.851171953, 591901.8166040836 2929438.9831898836)"
296,1,UG,Primary,"LINESTRING (592364.26 2928828.542208415, 592291.5921970475 2928852.8556422098, 592226.112963453 2928856.862244197, 592188.8205634544 2928867.2232528473, 592037.1024348747 2928946.113079612, 591988.3656465365 2928997.4724440193, 591987.4073358331 2928998.4480529153, 591986.415943209 2928999.390025732, 591985.3926485772 2929000.297241373, 591984.3386698198 2929001.168620109, 591983.2552613372 2929002.003124862, 591982.1437125563 2929002.7997624394, 591981.0053463952 2929003.557584718, 591979.8415176888 2929004.2756897695, 591978.6536115767 2929004.9532229356, 591977.4430418541 2929005.589377845, 591976.2112492896 2929006.183397374, 591974.9596999104 2929006.734574545, 591973.6898832574 2929007.242253371, 591972.4033106122 2929007.705829634, 591971.101513199 2929008.1247516046, 591969.7860403619 2929008.4985207007, 591968.4584577203 2929008.8266920773, 591967.120345307 2929009.1088751596)"
297,1,OH,Primary,"LINESTRING (590485.42 2926857, 590616.4100000001 2926890.8499999996, 590618.6256858679 2926888.4863629774)"
298,1,OH,Primary,"LINESTRING (591373.3513543573 2927339.9669749388, 591236.05 2927324.0199999996, 591238.2656858678 2927321.6563629773)"
299,1,OH,Primary,"LINESTRING (590531.8899999999 2927072.3599999994, 590639.4867553877 2927113.027378382, 590772.0322278021 2927164.353641654, 590806.3467553877 2927174.867378381, 590802.5770454557 2927171.9381658575)"
300,1,OH,Primary,"LINESTRING (590634.5 2927499.93, 590720.97 2927431.55, 590822.74 2927433.8500000006, 590821.2615383953 2927438.3804498957)"
301,1,OH,Primary,"LINESTRING (590655.3988458767 2927583.4571615783, 590634.5 2927499.93)"
302,1,OH,Primary,"LINESTRING (590637.7399999995 2927874.8599999994, 590703.27 2927770.3, 590678.2 2927670.1899999995, 590655.3988458767 2927583.4571615783)"
303,1,OH,Primary,"LINESTRING (587630.64 2927003.97, 587540.47 2927074.99, 587475.66 2927200.5299999993)"
304,1,OH,Primary,"LINESTRING (589885.8777139327 2927006.936496339, 589972.7499761936 2927027.2434197916, 590095.6878623787 2927057.4172570454)"
306,3,OH,Primary,"LINESTRING (591462.5099999999 2926949.1999999993, 591447.94 2927036)"
307,3,OH,Primary,"LINESTRING (591447.94 2927036, 591420.35 2927179.9499999993)"
308,3,OH,Primary,"LINESTRING (587628.9099999999 2926873.729999999, 587630.64 2927003.97)"
309,3,OH,Primary,"LINESTRING (587539.7779031051 2925418.1595003977, 587440.4958625558 2925406.4440819668)"
310,3,OH,Primary,"LINESTRING (587727.2699999999 2926193.5200000005, 587737.6383883312 2926096.4602162675, 587761.2300000001 2925963.7599999993)"
311,3,OH,Primary,"LINESTRING (590167.0499999999 2926264.67, 590119.123094704 2926263.507828134, 590049.02 2926259.0699999994, 589922.4899999968 2926256.26)"
312,3,OH,Primary,"LINESTRING (587540.9803200235 2925413.349832724, 587566.48 2925305.119999999)"
313,3,OH,Primary,"LINESTRING (587885.38 2926217.6000000006, 587727.2699999999 2926193.5200000005)"
314,3,OH,Primary,"LINESTRING (588080.5899999999 2926246.66, 587885.38 2926217.6000000006)"
315,3,UG,Primary,"LINESTRING (590099.00025 2926168.8841, 590103.53 2926191.390283994, 590299.5428537206 2926129.822017649, 590302.3516736215 2926131.764805907, 590361.1700000002 2926212.8600000003, 590361.1700000002 2926212.8600000003)"
316,3,OH,Primary,"LINESTRING (590167.0499999999 2926264.67, 590099.00025 2926168.8841)"
317,3,UG,Primary,"LINESTRING (590378.7800209383 2925125.9889225136, 590429.1056638912 2925173.1819665944, 590417.9084189845 2925377.2444141842, 590429.73 2925463.3999999994, 590196.4445811476 2925454.7056952342, 590238.0416381126 2925720.3031037357, 590300.9425697267 2926129.822017649, 590101.3853395665 2926193.9006751347, 590167.0499999999 2926264.67)"
656,1,OH,Primary,"LINESTRING (589776.1966681023 2926979.7235495183, 589885.8777139327 2927006.936496339)"
657,1,OH,Primary,"LINESTRING (589670.86 2926953.1099999994, 589776.1966681023 2926979.7235495183)"
783,1,OH,Primary,"LINESTRING (587782.4039164343 2925846.9201999153, 587762.6845713616 2925963.9730572547)"
786,3,OH,Primary,"LINESTRING (587761.2300000001 2925963.7599999993, 587647.13 2925981.119999999)"
787,1,OH,Primary,"LINESTRING (591580.2699999991 2927841.580000006, 591537.6812286233 2927870.385018663)"
788,1,UG,Primary,"LINESTRING (592489.21 2928720.2799999993, 592364.26 2928828.542208415)"
789,1,OH,Primary,"LINESTRING (590604.82 2927387.08, 590541.7700000014 2927372.8399999994)"
790,1,OH,Primary,"LINESTRING (590541.7700000014 2927372.8399999994, 590447.779999999 2927394.9700000077)"
791,3,OH,Primary,"LINESTRING (591395.0799999998 2927276.3599999994, 591373.3513543581 2927339.9669749415)"
792,3,OH,Primary,"LINESTRING (591460.0782576182 2926948.2878726064, 591462.5099999999 2926949.1999999993)"
793,1,OH,Primary,"LINESTRING (589885.8777139324 2927006.9364963337, 589885.6983833432 2927007.21424763)"
797,1,UG,Primary,"LINESTRING (593196.1208135916 2929813.453131947, 593195.7543069752 2929813.843357256, 593195.3743651916 2929814.2205138984, 593194.9814539414 2929814.5841395864, 593194.5760548225 2929814.933788619, 593194.1586647391 2929815.2690324257, 593193.7297952928 2929815.5894600926, 593193.2899721558 2929815.8946788665, 593192.8397344265 2929816.1843146356, 593192.3796339683 2929816.4580123886, 593191.9102347341 2929816.71543665, 593191.4321120736 2929816.956271891, 593190.9458520297 2929817.1802229155, 593190.4520506192 2929817.3870152235, 593189.9513131023 2929817.576395346, 593180.85 2929842.37)"
802,1,OH,Primary,"LINESTRING (593079.4100000001 2928775.5200000005, 593084.1819904434 2928775.3817748684)"
804,1,OH,Primary,"LINESTRING (591585.07 2925923.4799999995, 591580.8188329933 2925921.3077711766)"
812,1,OH,Primary,"LINESTRING (592748.9000000001 2928748.0299999993, 592649.2 2928773.8500000006)"
813,1,OH,Primary,"LINESTRING (592845.1200000001 2928711.8999999994, 592748.9000000001 2928748.0299999993)"
814,1,OH,Primary,"LINESTRING (592927.1399999999 2928682.680000001, 592845.1200000001 2928711.8999999994)"
815,1,OH,Primary,"LINESTRING (593024.1499999999 2928647.8799999994, 592927.1399999999 2928682.680000001)"
816,1,OH,Primary,"LINESTRING (593120.6799999999 2928614.29, 593024.1499999999 2928647.8799999994)"
817,1,OH,Primary,"LINESTRING (593264.6699999998 2928575.1899999995, 593120.6799999999 2928614.29)"
818,1,OH,Primary,"LINESTRING (593442.4400000001 2928587.8700000006, 593264.6699999998 2928575.1899999995)"
819,1,OH,Primary,"LINESTRING (593610.7999999999 2928585.37, 593442.4400000001 2928587.8700000006)"
823,1,OH,Primary,"LINESTRING (593800.0399999999 2927756.0200000005, 593823.2200000001 2927620.71)"
824,1,OH,Primary,"LINESTRING (593756.69 2927853.05, 593800.0399999999 2927756.0200000005)"
825,1,OH,Primary,"LINESTRING (593673.2699999999 2927944.9900000007, 593756.69 2927853.05)"
826,1,OH,Primary,"LINESTRING (593590.1099999996 2928034.2799999993, 593673.2699999999 2927944.9900000007)"
827,1,OH,Primary,"LINESTRING (593513.7700000001 2928118.3999999994, 593590.1099999996 2928034.2799999993)"
828,1,OH,Primary,"LINESTRING (593434.4300000003 2928202.55, 593513.7700000001 2928118.3999999994)"
829,1,OH,Primary,"LINESTRING (593351.6199999999 2928292.95, 593434.4300000003 2928202.55)"
830,1,OH,Primary,"LINESTRING (593299.6300000002 2928306.0399999996, 593351.6199999999 2928292.95)"
